emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
@VIVAcoid Oh ya ? Bayangkan guys. Hasil elektabilitas survey bayaran menempatkan prabowo meraih 50.7% (vs AMIN 26.4%) di jabar dan 36.4% (vs AMIN 15.4%)di jatim 😂😂😂 Kalau mau nipu pakai otak dong😂😂😂 https://t.co/Ys2TV0ThwK,Oh ya ? Bayangkan guys. Hasil elektabilitas survey bayaran menempatkan prabowo meraih 50.7% (vs AMIN 26.4%) di jabar dan 36.4% (vs AMIN 15.4%)di jatim face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Kalau mau nipu pakai otak dong face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy https //t.co/Ys2TV0ThwK,Oh ya ? Bayangkan guys. Hasil elektabilitas survey bayaran menempatkan prabowo meraih 50.7% (vs AMIN 26.4%) di jabar dan 36.4% (vs AMIN 15.4%)di jatim wajah dengan air mata sukacita wajah dengan air mata sukacita wajah dengan air mata sukacita Kalau mau nipu pakai otak dong wajah dengan air mata sukacita wajah dengan air mata sukacita wajah dengan air mata sukacita https //t.co/Ys2TV0ThwK,oh ya  bayangkan guys hasil elektabilitas survey bayaran menempatkan prabowo meraih    vs amin    di jabar dan    vs amin   di jatim wajah dengan air mata sukacita wajah dengan air mata sukacita wajah dengan air mata sukacita kalau mau nipu pakai otak dong wajah dengan air mata sukacita wajah dengan air mata sukacita wajah dengan air mata sukacita   tcoys tv thwk,"['oh', 'ya', 'bayangkan', 'guys', 'hasil', 'elektabilitas', 'survey', 'bayaran', 'menempatkan', 'prabowo', 'meraih', 'vs', 'amin', 'di', 'jabar', 'dan', 'vs', 'amin', 'di', 'jatim', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'kalau', 'mau', 'nipu', 'pakai', 'otak', 'dong', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'tcoys', 'tv', 'thwk']","['oh', 'ya', 'bayangkan', 'guys', 'hasil', 'elektabilitas', 'survey', 'bayaran', 'menempatkan', 'prabowo', 'meraih', 'vs', 'amin', 'di', 'jabar', 'dan', 'vs', 'amin', 'di', 'jatim', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'kalau', 'mau', 'nipu', 'pakai', 'otak', 'dong', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'tcoys', 'tv', 'thwk']","['oh', 'ya', 'bayang', 'guys', 'hasil', 'elektabilitas', 'survey', 'bayar', 'tempat', 'prabowo', 'raih', 'vs', 'amin', 'di', 'jabar', 'dan', 'vs', 'amin', 'di', 'jatim', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'kalau', 'mau', 'nipu', 'pakai', 'otak', 'dong', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'tcoys', 'tv', 'thwk']","['bayang', 'elektabilitas', 'survey', 'bayar', 'prabowo', 'raih', 'amin', 'jabar', 'amin', 'jatim', 'air', 'sukacita', 'air', 'sukacita', 'air', 'sukacita', 'nipu', 'pakai', 'otak', 'air', 'sukacita', 'air', 'sukacita', 'air', 'sukacita', 'tcoys', 'tv', 'thwk']",bayang elektabilitas survey bayar prabowo raih amin jabar amin jatim air sukacita air sukacita air sukacita nipu pakai otak air sukacita air sukacita air sukacita tcoys tv thwk,negative
@psi_id Pecicilan- pasti kuwalat.,Pecicilan- pasti kuwalat.,Pecicilan- pasti kuwalat.,pecicilan pasti kuwalat,"['pecicilan', 'pasti', 'kuwalat']","['pecicilan', 'pasti', 'kuwalat']","['pecicilan', 'pasti', 'walat']","['pecicilan', 'walat']",pecicilan walat,negative
@Herzaky__MP @prabowo Tenggelam https://t.co/oJWcI88Dim,Tenggelam https //t.co/oJWcI88Dim,Tenggelam https //t.co/oJWcI88Dim,tenggelam   tcoojwci dim,"['tenggelam', 'tcoojwci', 'dim']","['tenggelam', 'tcoojwci', 'dim']","['tenggelam', 'tcoojwci', 'dim']","['tenggelam', 'tcoojwci', 'dim']",tenggelam tcoojwci dim,negative
"@gus_dibyo @gibran_tweet @ganjarpranowo Bismillah, semoga Ganjar Pranowo yg akan terpilih jadi presiden 2024","Bismillah, semoga Ganjar Pranowo yg akan terpilih jadi presiden 2024","Bismillah, semoga Ganjar Pranowo yg akan terpilih jadi presiden 2024",bismillah semoga ganjar pranowo yg akan terpilih jadi presiden  ,"['bismillah', 'semoga', 'ganjar', 'pranowo', 'yg', 'akan', 'terpilih', 'jadi', 'presiden']","['bismillah', 'semoga', 'ganjar', 'pranowo', 'yg', 'akan', 'terpilih', 'jadi', 'presiden']","['bismillah', 'moga', 'ganjar', 'pranowo', 'yg', 'akan', 'pilih', 'jadi', 'presiden']","['bismillah', 'ganjar', 'pranowo', 'pilih', 'presiden']",bismillah ganjar pranowo pilih presiden,negative
"@psi_id Pendukung-pendukungnya pada ribut ga jelas, merekanya makan siang bareng wkwkwkk","Pendukung-pendukungnya pada ribut ga jelas, merekanya makan siang bareng wkwkwkk","Pendukung-pendukungnya pada ribut ga jelas, merekanya makan siang bareng wkwkwkk",pendukungpendukungnya pada ribut ga jelas merekanya makan siang bareng wkwkwkk,"['pendukungpendukungnya', 'pada', 'ribut', 'ga', 'jelas', 'merekanya', 'makan', 'siang', 'bareng', 'wkwkwkk']","['pendukungpendukungnya', 'pada', 'ribut', 'tidak', 'jelas', 'merekanya', 'makan', 'siang', 'bareng', 'wkwkwkk']","['pendukungpendukungnya', 'pada', 'ribut', 'tidak', 'jelas', 'mereka', 'makan', 'siang', 'bareng', 'wkwkwkk']","['pendukungpendukungnya', 'ribut', 'makan', 'siang', 'bareng', 'wkwkwkk']",pendukungpendukungnya ribut makan siang bareng wkwkwkk,neutral
"@tempodotco Kalau sebagian rakyat masih bisa dikibulin gaya pencitraannya Jokowi yg dipuji2 para buzzer sih wajarlah, wong Esemka yg jelas2 tipunya masih aja dipercaya. Masa iya Capres2 @prabowo @ganjarpranowo  @aniesbaswedan bisa diboongin krn cuma diempanin makan siang doang? 😜","Kalau sebagian rakyat masih bisa dikibulin gaya pencitraannya Jokowi yg dipuji2 para buzzer sih wajarlah, wong Esemka yg jelas2 tipunya masih aja dipercaya. Masa iya Capres2 bisa diboongin krn cuma diempanin makan siang doang? winking_face_with_tongue","Kalau sebagian rakyat masih bisa dikibulin gaya pencitraannya Jokowi yg dipuji2 para buzzer sih wajarlah, wong Esemka yg jelas2 tipunya masih aja dipercaya. Masa iya Capres2 bisa diboongin krn cuma diempanin makan siang doang? WINKING WACK._with_tongue",kalau sebagian rakyat masih bisa dikibulin gaya pencitraannya jokowi yg dipuji  para buzzer sih wajarlah wong esemka yg jelas  tipunya masih aja dipercaya masa iya capres  bisa diboongin krn cuma diempanin makan siang doang winking wackwithtongue,"['kalau', 'sebagian', 'rakyat', 'masih', 'bisa', 'dikibulin', 'gaya', 'pencitraannya', 'jokowi', 'yg', 'dipuji', 'para', 'buzzer', 'sih', 'wajarlah', 'wong', 'esemka', 'yg', 'jelas', 'tipunya', 'masih', 'aja', 'dipercaya', 'masa', 'iya', 'capres', 'bisa', 'diboongin', 'krn', 'cuma', 'diempanin', 'makan', 'siang', 'doang', 'winking', 'wackwithtongue']","['kalau', 'sebagian', 'rakyat', 'masih', 'bisa', 'dikibulin', 'gaya', 'pencitraannya', 'jokowi', 'yg', 'dipuji', 'para', 'buzzer', 'sih', 'wajarlah', 'wong', 'esemka', 'yg', 'jelas', 'tipunya', 'masih', 'aja', 'dipercaya', 'masa', 'iya', 'capres', 'bisa', 'diboongin', 'karena', 'cuma', 'diempanin', 'makan', 'siang', 'doang', 'winking', 'wackwithtongue']","['kalau', 'bagi', 'rakyat', 'masih', 'bisa', 'dikibulin', 'gaya', 'citra', 'jokowi', 'yg', 'puji', 'para', 'buzzer', 'sih', 'wajar', 'wong', 'esemka', 'yg', 'jelas', 'tipu', 'masih', 'aja', 'percaya', 'masa', 'iya', 'capres', 'bisa', 'diboongin', 'karena', 'cuma', 'diempanin', 'makan', 'siang', 'doang', 'winking', 'wackwithtongue']","['rakyat', 'dikibulin', 'gaya', 'citra', 'jokowi', 'puji', 'buzzer', 'wajar', 'esemka', 'tipu', 'percaya', 'capres', 'diboongin', 'diempanin', 'makan', 'siang', 'doang', 'winking', 'wackwithtongue']",rakyat dikibulin gaya citra jokowi puji buzzer wajar esemka tipu percaya capres diboongin diempanin makan siang doang winking wackwithtongue,neutral
"@gus_dibyo @gibran_tweet @ganjarpranowo Maklum anak baru gede , nol pengalaman","Maklum anak baru gede , nol pengalaman","Maklum anak baru gede , nol pengalaman",maklum anak baru gede  nol pengalaman,"['maklum', 'anak', 'baru', 'gede', 'nol', 'pengalaman']","['maklum', 'anak', 'baru', 'gede', 'nol', 'pengalaman']","['maklum', 'anak', 'baru', 'gede', 'nol', 'alam']","['maklum', 'anak', 'gede', 'nol', 'alam']",maklum anak gede nol alam,negative
"@sigitwid iyalah, walopun memakai MK untuk melanggengkan putranya demi kekuasaan dan dinasti politik .. anda dan PSI memang begitu dr dulu .. tak punya Ideologi yg kuat, melihat  dinasti politik PSI diam kan? ya itulah arah kompasnya .. 2024 akan tumbang nih partai","iyalah, walopun memakai MK untuk melanggengkan putranya demi kekuasaan dan dinasti politik .. anda dan PSI memang begitu dr dulu .. tak punya Ideologi yg kuat, melihat dinasti politik PSI diam kan? ya itulah arah kompasnya .. 2024 akan tumbang nih partai","iyalah, walopun memakai MK untuk melanggengkan putranya demi kekuasaan dan dinasti politik .. anda dan PSI memang begitu dr dulu .. tak punya Ideologi yg kuat, melihat dinasti politik PSI diam kan? ya itulah arah kompasnya .. 2024 akan tumbang nih partai",iyalah walopun memakai mk untuk melanggengkan putranya demi kekuasaan dan dinasti politik  anda dan psi memang begitu dr dulu  tak punya ideologi yg kuat melihat dinasti politik psi diam kan ya itulah arah kompasnya    akan tumbang nih partai,"['iyalah', 'walopun', 'memakai', 'mk', 'untuk', 'melanggengkan', 'putranya', 'demi', 'kekuasaan', 'dan', 'dinasti', 'politik', 'anda', 'dan', 'psi', 'memang', 'begitu', 'dr', 'dulu', 'tak', 'punya', 'ideologi', 'yg', 'kuat', 'melihat', 'dinasti', 'politik', 'psi', 'diam', 'kan', 'ya', 'itulah', 'arah', 'kompasnya', 'akan', 'tumbang', 'nih', 'partai']","['iyalah', 'walopun', 'memakai', 'mk', 'untuk', 'melanggengkan', 'putranya', 'demi', 'kekuasaan', 'dan', 'dinasti', 'politik', 'anda', 'dan', 'psi', 'memang', 'begitu', 'dr', 'dulu', 'tak', 'punya', 'ideologi', 'yg', 'kuat', 'melihat', 'dinasti', 'politik', 'psi', 'diam', 'kan', 'ya', 'itulah', 'arah', 'kompasnya', 'akan', 'tumbang', 'nih', 'partai']","['iya', 'walopun', 'pakai', 'mk', 'untuk', 'langgeng', 'putra', 'demi', 'kuasa', 'dan', 'dinasti', 'politik', 'anda', 'dan', 'psi', 'memang', 'begitu', 'dr', 'dulu', 'tak', 'punya', 'ideologi', 'yg', 'kuat', 'lihat', 'dinasti', 'politik', 'psi', 'diam', 'kan', 'ya', 'itu', 'arah', 'kompas', 'akan', 'tumbang', 'nih', 'partai']","['walopun', 'pakai', 'mk', 'langgeng', 'putra', 'kuasa', 'dinasti', 'politik', 'psi', 'ideologi', 'kuat', 'dinasti', 'politik', 'psi', 'diam', 'arah', 'kompas', 'tumbang', 'partai']",walopun pakai mk langgeng putra kuasa dinasti politik psi ideologi kuat dinasti politik psi diam arah kompas tumbang partai,negative
"Terbangun dari mimpi semalam, bertemu dan ngobrol dgn pak  @jokowi, dimarahi pak Jokowi, endingnya dirangkul pak Jokowi dg pertanyaan, knp hrs @gibran_tweet pak, sambil terisak, dan pak Presiden menjawab dg rangkulan lbh erat seorang bapak, saat terbangun smkn yakin pilih GoFud!","Terbangun dari mimpi semalam, bertemu dan ngobrol dgn pak dimarahi pak Jokowi, endingnya dirangkul pak Jokowi dg pertanyaan, knp hrs pak, sambil terisak, dan pak Presiden menjawab dg rangkulan lbh erat seorang bapak, saat terbangun smkn yakin pilih GoFud!","Terbangun dari mimpi semalam, bertemu dan ngobrol dgn pak dimarahi pak Jokowi, endingnya dirangkul pak Jokowi dg pertanyaan, knp hrs pak, sambil terisak, dan pak Presiden menjawab dg rangkulan lbh erat seorang bapak, saat terbangun smkn yakin pilih GoFud!",terbangun dari mimpi semalam bertemu dan ngobrol dgn pak dimarahi pak jokowi endingnya dirangkul pak jokowi dg pertanyaan knp hrs pak sambil terisak dan pak presiden menjawab dg rangkulan lbh erat seorang bapak saat terbangun smkn yakin pilih gofud,"['terbangun', 'dari', 'mimpi', 'semalam', 'bertemu', 'dan', 'ngobrol', 'dgn', 'pak', 'dimarahi', 'pak', 'jokowi', 'endingnya', 'dirangkul', 'pak', 'jokowi', 'dg', 'pertanyaan', 'knp', 'hrs', 'pak', 'sambil', 'terisak', 'dan', 'pak', 'presiden', 'menjawab', 'dg', 'rangkulan', 'lbh', 'erat', 'seorang', 'bapak', 'saat', 'terbangun', 'smkn', 'yakin', 'pilih', 'gofud']","['terbangun', 'dari', 'mimpi', 'semalam', 'bertemu', 'dan', 'ngobrol', 'dgn', 'pak', 'dimarahi', 'pak', 'jokowi', 'endingnya', 'dirangkul', 'pak', 'jokowi', 'dg', 'pertanyaan', 'kenapa', 'hrs', 'pak', 'sambil', 'terisak', 'dan', 'pak', 'presiden', 'menjawab', 'dg', 'rangkulan', 'lbh', 'erat', 'seorang', 'bapak', 'saat', 'terbangun', 'smkn', 'yakin', 'pilih', 'gofud']","['bangun', 'dari', 'mimpi', 'malam', 'temu', 'dan', 'ngobrol', 'dgn', 'pak', 'marah', 'pak', 'jokowi', 'endingnya', 'rangkul', 'pak', 'jokowi', 'dg', 'tanya', 'kenapa', 'hrs', 'pak', 'sambil', 'isak', 'dan', 'pak', 'presiden', 'jawab', 'dg', 'rangkul', 'lbh', 'erat', 'orang', 'bapak', 'saat', 'bangun', 'smkn', 'yakin', 'pilih', 'gofud']","['bangun', 'mimpi', 'malam', 'temu', 'ngobrol', 'marah', 'jokowi', 'endingnya', 'rangkul', 'jokowi', 'hrs', 'isak', 'presiden', 'rangkul', 'erat', 'bangun', 'smkn', 'pilih', 'gofud']",bangun mimpi malam temu ngobrol marah jokowi endingnya rangkul jokowi hrs isak presiden rangkul erat bangun smkn pilih gofud,neutral
"@langgeng88 @PreciosaKanti bekas penculik? pertama pertama itu sllu di goreng isu gtuan oke nih dengar baik pak prabowo sndri sudah mengakuin soal terjadian itu itu jg yg dia lakukan pasti perintah dri atasannya jika bener beliau 100% salah knp ga di hukum knp di biarkan saja sdh bertahun tahun terjadian""","bekas penculik? pertama pertama itu sllu di goreng isu gtuan oke nih dengar baik pak prabowo sndri sudah mengakuin soal terjadian itu itu jg yg dia lakukan pasti perintah dri atasannya jika bener beliau 100% salah knp ga di hukum knp di biarkan saja sdh bertahun tahun terjadian""","bekas penculik? pertama pertama itu sllu di goreng isu gtuan oke nih dengar baik pak prabowo sndri sudah mengakuin soal terjadian itu itu jg yg dia lakukan pasti perintah dri atasannya jika bener beliau 100% salah knp ga di hukum knp di biarkan saja sdh bertahun tahun terjadian""",bekas penculik pertama pertama itu sllu di goreng isu gtuan oke nih dengar baik pak prabowo sndri sudah mengakuin soal terjadian itu itu jg yg dia lakukan pasti perintah dri atasannya jika bener beliau   salah knp ga di hukum knp di biarkan saja sdh bertahun tahun terjadian,"['bekas', 'penculik', 'pertama', 'pertama', 'itu', 'sllu', 'di', 'goreng', 'isu', 'gtuan', 'oke', 'nih', 'dengar', 'baik', 'pak', 'prabowo', 'sndri', 'sudah', 'mengakuin', 'soal', 'terjadian', 'itu', 'itu', 'jg', 'yg', 'dia', 'lakukan', 'pasti', 'perintah', 'dri', 'atasannya', 'jika', 'bener', 'beliau', 'salah', 'knp', 'ga', 'di', 'hukum', 'knp', 'di', 'biarkan', 'saja', 'sdh', 'bertahun', 'tahun', 'terjadian']","['bekas', 'penculik', 'pertama', 'pertama', 'itu', 'sllu', 'di', 'goreng', 'isu', 'gtuan', 'oke', 'nih', 'dengar', 'baik', 'pak', 'prabowo', 'sendiri', 'sudah', 'mengakuin', 'soal', 'terjadian', 'itu', 'itu', 'jg', 'yg', 'dia', 'lakukan', 'pasti', 'perintah', 'dri', 'atasannya', 'jika', 'benar', 'beliau', 'salah', 'kenapa', 'tidak', 'di', 'hukum', 'kenapa', 'di', 'biarkan', 'saja', 'sudah', 'bertahun', 'tahun', 'terjadian']","['bekas', 'culik', 'pertama', 'pertama', 'itu', 'sllu', 'di', 'goreng', 'isu', 'gtuan', 'oke', 'nih', 'dengar', 'baik', 'pak', 'prabowo', 'sendiri', 'sudah', 'mengakuin', 'soal', 'jadi', 'itu', 'itu', 'jg', 'yg', 'dia', 'laku', 'pasti', 'perintah', 'dri', 'atas', 'jika', 'benar', 'beliau', 'salah', 'kenapa', 'tidak', 'di', 'hukum', 'kenapa', 'di', 'biar', 'saja', 'sudah', 'tahun', 'tahun', 'jadi']","['bekas', 'culik', 'sllu', 'goreng', 'isu', 'gtuan', 'oke', 'dengar', 'prabowo', 'mengakuin', 'perintah', 'dri', 'beliau', 'hukum', 'biar']",bekas culik sllu goreng isu gtuan oke dengar prabowo mengakuin perintah dri beliau hukum biar,negative
@dhyansabilla_ @jokowi @prabowo @gibran_tweet @Don_dasco @Gerindra @rajatikam_ Ayah Gemoy &amp  Mas Bocil di naikan benar2 bukan mesin partai. Tapi figur keduanya. DIY-Jateng-Bali partai pendukung lemah . Ini malah Ketua Gerindra DIY maju caleg di Jateng. Ketua Gerindra Jateng rangkap jabatan di DPP. Partai tdk berani memutuskan jika ada pertanyaan dr relawan.,Ayah Gemoy &amp Mas Bocil di naikan benar2 bukan mesin partai. Tapi figur keduanya. DIY-Jateng-Bali partai pendukung lemah . Ini malah Ketua Gerindra DIY maju caleg di Jateng. Ketua Gerindra Jateng rangkap jabatan di DPP. Partai tdk berani memutuskan jika ada pertanyaan dr relawan.,Ayah Gemoy &amp Mas Bocil di naikan benar2 bukan mesin partai. Tapi figur keduanya. DIY-Jateng-Bali partai pendukung lemah . Ini malah Ketua Gerindra DIY maju caleg di Jateng. Ketua Gerindra Jateng rangkap jabatan di DPP. Partai tdk berani memutuskan jika ada pertanyaan dr relawan.,ayah gemoy amp mas bocil di naikan benar  bukan mesin partai tapi figur keduanya diyjatengbali partai pendukung lemah  ini malah ketua gerindra diy maju caleg di jateng ketua gerindra jateng rangkap jabatan di dpp partai tdk berani memutuskan jika ada pertanyaan dr relawan,"['ayah', 'gemoy', 'amp', 'mas', 'bocil', 'di', 'naikan', 'benar', 'bukan', 'mesin', 'partai', 'tapi', 'figur', 'keduanya', 'diyjatengbali', 'partai', 'pendukung', 'lemah', 'ini', 'malah', 'ketua', 'gerindra', 'diy', 'maju', 'caleg', 'di', 'jateng', 'ketua', 'gerindra', 'jateng', 'rangkap', 'jabatan', 'di', 'dpp', 'partai', 'tdk', 'berani', 'memutuskan', 'jika', 'ada', 'pertanyaan', 'dr', 'relawan']","['ayah', 'gemoy', 'amp', 'mas', 'bocil', 'di', 'naikan', 'benar', 'bukan', 'mesin', 'partai', 'tapi', 'figur', 'keduanya', 'diyjatengbali', 'partai', 'pendukung', 'lemah', 'ini', 'malah', 'ketua', 'gerindra', 'diy', 'maju', 'caleg', 'di', 'jateng', 'ketua', 'gerindra', 'jateng', 'rangkap', 'jabatan', 'di', 'dpp', 'partai', 'tidak', 'berani', 'memutuskan', 'jika', 'ada', 'pertanyaan', 'dr', 'relawan']","['ayah', 'gemoy', 'amp', 'mas', 'bocil', 'di', 'naik', 'benar', 'bukan', 'mesin', 'partai', 'tapi', 'figur', 'dua', 'diyjatengbali', 'partai', 'dukung', 'lemah', 'ini', 'malah', 'ketua', 'gerindra', 'diy', 'maju', 'caleg', 'di', 'jateng', 'ketua', 'gerindra', 'jateng', 'rangkap', 'jabat', 'di', 'dpp', 'partai', 'tidak', 'berani', 'putus', 'jika', 'ada', 'tanya', 'dr', 'rawan']","['ayah', 'gemoy', 'bocil', 'mesin', 'partai', 'figur', 'diyjatengbali', 'partai', 'dukung', 'lemah', 'ketua', 'gerindra', 'diy', 'maju', 'caleg', 'jateng', 'ketua', 'gerindra', 'jateng', 'rangkap', 'jabat', 'dpp', 'partai', 'berani', 'putus', 'rawan']",ayah gemoy bocil mesin partai figur diyjatengbali partai dukung lemah ketua gerindra diy maju caleg jateng ketua gerindra jateng rangkap jabat dpp partai berani putus rawan,neutral
"@jane_ritonga @gtobing2903 @susno2g @ahriesonta @ListyoSigitP @psi_id @Uki23 @Fahrihamzah @Puspen_TNI Gini aja, Prabowo itu pernah menjadi Wakilnya bu Mega thn 2009 dan di masa Jokowi malah jadi Menhan. Logika sederhananya saja. Kenapa Prabowo selama ini gk prnh di adili atau ditahan, kalau memang dia yg menghilangkan aktivis? Emangnya Presiden kita semua org begok.","Gini aja, Prabowo itu pernah menjadi Wakilnya bu Mega thn 2009 dan di masa Jokowi malah jadi Menhan. Logika sederhananya saja. Kenapa Prabowo selama ini gk prnh di adili atau ditahan, kalau memang dia yg menghilangkan aktivis? Emangnya Presiden kita semua org begok.","Gini aja, Prabowo itu pernah menjadi Wakilnya bu Mega thn 2009 dan di masa Jokowi malah jadi Menhan. Logika sederhananya saja. Kenapa Prabowo selama ini gk prnh di adili atau ditahan, kalau memang dia yg menghilangkan aktivis? Emangnya Presiden kita semua org begok.",gini aja prabowo itu pernah menjadi wakilnya bu mega thn   dan di masa jokowi malah jadi menhan logika sederhananya saja kenapa prabowo selama ini gk prnh di adili atau ditahan kalau memang dia yg menghilangkan aktivis emangnya presiden kita semua org begok,"['gini', 'aja', 'prabowo', 'itu', 'pernah', 'menjadi', 'wakilnya', 'bu', 'mega', 'thn', 'dan', 'di', 'masa', 'jokowi', 'malah', 'jadi', 'menhan', 'logika', 'sederhananya', 'saja', 'kenapa', 'prabowo', 'selama', 'ini', 'gk', 'prnh', 'di', 'adili', 'atau', 'ditahan', 'kalau', 'memang', 'dia', 'yg', 'menghilangkan', 'aktivis', 'emangnya', 'presiden', 'kita', 'semua', 'org', 'begok']","['gini', 'aja', 'prabowo', 'itu', 'pernah', 'menjadi', 'wakilnya', 'bu', 'mega', 'tahun', 'dan', 'di', 'masa', 'jokowi', 'malah', 'jadi', 'menhan', 'logika', 'sederhananya', 'saja', 'kenapa', 'prabowo', 'selama', 'ini', 'gk', 'prnh', 'di', 'adili', 'atau', 'ditahan', 'kalau', 'memang', 'dia', 'yg', 'menghilangkan', 'aktivis', 'emangnya', 'presiden', 'kita', 'semua', 'org', 'begok']","['gin', 'aja', 'prabowo', 'itu', 'pernah', 'jadi', 'wakil', 'bu', 'mega', 'tahun', 'dan', 'di', 'masa', 'jokowi', 'malah', 'jadi', 'menhan', 'logika', 'sederhana', 'saja', 'kenapa', 'prabowo', 'lama', 'ini', 'gk', 'prnh', 'di', 'adil', 'atau', 'tahan', 'kalau', 'memang', 'dia', 'yg', 'hilang', 'aktivis', 'emang', 'presiden', 'kita', 'semua', 'org', 'begok']","['prabowo', 'wakil', 'bu', 'mega', 'jokowi', 'menhan', 'logika', 'sederhana', 'prabowo', 'prnh', 'adil', 'tahan', 'hilang', 'aktivis', 'emang', 'presiden', 'begok']",prabowo wakil bu mega jokowi menhan logika sederhana prabowo prnh adil tahan hilang aktivis emang presiden begok,negative
"@RajaJuliAntoni @psi_id @Gerindra @prabowo @gibran_tweet Ayoo muncull dongg, kok ga berani balas komen","Ayoo muncull dongg, kok ga berani balas komen","Ayoo muncull dongg, kok ga berani balas komen",ayoo muncull dongg kok ga berani balas komen,"['ayoo', 'muncull', 'dongg', 'kok', 'ga', 'berani', 'balas', 'komen']","['ayoo', 'muncull', 'dongg', 'kok', 'tidak', 'berani', 'balas', 'komen']","['ayoo', 'muncull', 'dongg', 'kok', 'tidak', 'berani', 'balas', 'komen']","['muncull', 'dongg', 'berani', 'balas', 'komen']",muncull dongg berani balas komen,neutral
@gus_dibyo Dari dulu saya gasuka Prabowo karena terlihat aneh.,Dari dulu saya gasuka Prabowo karena terlihat aneh.,Dari dulu saya gasuka Prabowo karena terlihat aneh.,dari dulu saya gasuka prabowo karena terlihat aneh,"['dari', 'dulu', 'saya', 'gasuka', 'prabowo', 'karena', 'terlihat', 'aneh']","['dari', 'dulu', 'saya', 'gasuka', 'prabowo', 'karena', 'terlihat', 'aneh']","['dari', 'dulu', 'saya', 'gasuka', 'prabowo', 'karena', 'lihat', 'aneh']","['gasuka', 'prabowo', 'aneh']",gasuka prabowo aneh,negative
"@yuwantino12 @StefanAntonio__ @jokowi @Uki23 Ini bakal ada 2 kondisi.  Pertama membiarkan anggota PSI bebas memilih, supaya ngak terjadi exodus besar2an.  Kedua, Tetap ikuti dgn keputusan ketum PSI, dan hadapi konsekuensi bahwa PSI bubar...","Ini bakal ada 2 kondisi. Pertama membiarkan anggota PSI bebas memilih, supaya ngak terjadi exodus besar2an. Kedua, Tetap ikuti dgn keputusan ketum PSI, dan hadapi konsekuensi bahwa PSI bubar...","Ini bakal ada 2 kondisi. Pertama membiarkan anggota PSI bebas memilih, supaya ngak terjadi exodus besar2an. Kedua, Tetap ikuti dgn keputusan ketum PSI, dan hadapi konsekuensi bahwa PSI bubar...",ini bakal ada   kondisi pertama membiarkan anggota psi bebas memilih supaya ngak terjadi exodus besar an kedua tetap ikuti dgn keputusan ketum psi dan hadapi konsekuensi bahwa psi bubar,"['ini', 'bakal', 'ada', 'kondisi', 'pertama', 'membiarkan', 'anggota', 'psi', 'bebas', 'memilih', 'supaya', 'ngak', 'terjadi', 'exodus', 'besar', 'an', 'kedua', 'tetap', 'ikuti', 'dgn', 'keputusan', 'ketum', 'psi', 'dan', 'hadapi', 'konsekuensi', 'bahwa', 'psi', 'bubar']","['ini', 'bakal', 'ada', 'kondisi', 'pertama', 'membiarkan', 'anggota', 'psi', 'bebas', 'memilih', 'supaya', 'tidak', 'terjadi', 'exodus', 'besar', 'an', 'kedua', 'tetap', 'ikuti', 'dgn', 'keputusan', 'ketum', 'psi', 'dan', 'hadapi', 'konsekuensi', 'bahwa', 'psi', 'bubar']","['ini', 'bakal', 'ada', 'kondisi', 'pertama', 'biar', 'anggota', 'psi', 'bebas', 'pilih', 'supaya', 'tidak', 'jadi', 'exodus', 'besar', 'an', 'dua', 'tetap', 'ikut', 'dgn', 'putus', 'tum', 'psi', 'dan', 'hadap', 'konsekuensi', 'bahwa', 'psi', 'bubar']","['biar', 'anggota', 'psi', 'bebas', 'pilih', 'exodus', 'putus', 'tum', 'psi', 'konsekuensi', 'psi', 'bubar']",biar anggota psi bebas pilih exodus putus tum psi konsekuensi psi bubar,neutral
